"","V1","V1","precinct","date","description","latitude","longitude"
"4541",770865,3882122,60,2013-07-17,"OFFENSES AGAINST THE PERSON",40.57503,-73.98988
"4542",257974,6027960,43,2017-12-26,"HARRASSMENT 2",40.83631,-73.85272
"4543",751656,4544878,71,2014-11-09,"ASSAULT 3 & RELATED OFFENSES",40.66726,-73.95978
"4544",746151,7172936,43,2020-07-14,"PETIT LARCENY",40.82597,-73.85682
"4545",438262,6520027,42,2019-01-07,"ASSAULT 3 & RELATED OFFENSES",40.83325,-73.89466
"4546",70864,1557374,110,2008-12-03,"PETIT LARCENY",40.73413,-73.8719
"4547",248028,3474649,49,2012-09-12,"CRIMINAL MISCHIEF & RELATED OF",40.85444,-73.86434
"4548",598519,1561501,23,2008-12-06,"MISCELLANEOUS PENAL LAW",40.79153,-73.94059
"4549",118418,1435070,109,2008-09-09,"HARRASSMENT 2",40.75128,-73.82374
"4550",151384,933422,122,2007-10-02,"HARRASSMENT 2",40.584256706,-74.168656624
"4551",143282,3462621,25,2012-09-03,"ROBBERY",40.80033,-73.94566
"4552",395081,24252,48,2006-01-17,"OFFENSES AGAINST PUBLIC ADMINI",40.860012364,-73.888174619
"4553",129429,4216824,114,2014-03-21,"DANGEROUS WEAPONS",40.77376,-73.93208
"4554",772706,2915069,108,2011-08-07,"PETIT LARCENY",40.73739,-73.90823
"4555",507592,1590949,83,2008-12-29,"CRIMINAL MISCHIEF & RELATED OF",40.69719,-73.92155
"4556",210795,5306830,18,2016-06-19,"PETIT LARCENY",40.76231,-73.99585
"4557",813146,3393794,9,2012-07-18,"CRIMINAL MISCHIEF & RELATED OF",40.72533,-73.97267
"4558",941190,1397415,103,2008-08-15,"PETIT LARCENY",40.70834,-73.79469
"4559",202397,3121164,68,2012-01-05,"BURGLARY",40.61379,-74.03129
"4560",582375,2239385,73,2010-04-11,"HARRASSMENT 2",40.66626,-73.90547
"4561",525071,6851734,13,2019-09-29,"HARRASSMENT 2",40.72903,-73.97717
"4562",584616,6292942,115,2018-07-21,"GRAND LARCENY",40.75657,-73.87593
"4563",389459,1564585,114,2008-12-09,"GRAND LARCENY",40.76168,-73.90214
"4564",893422,5040030,110,2015-11-25,"PETIT LARCENY",40.74858,-73.87503
"4565",821839,5965807,67,2017-11-05,"CRIMINAL MISCHIEF & RELATED OF",40.65161,-73.9333
"4566",130873,4191344,106,2014-03-02,"INTOXICATED & IMPAIRED DRIVING",40.67336,-73.82582
"4567",696570,5463914,52,2016-10-13,"DANGEROUS DRUGS",40.87779,-73.87383
"4568",739704,4839230,106,2015-07-03,"GRAND LARCENY",40.68184,-73.83739
"4569",56476,2350100,10,2010-06-26,"GRAND LARCENY",40.74221,-74.0062
"4570",412863,345588,25,2006-08-28,"PETIT LARCENY",40.803391359,-73.939109432
"4571",990573,1505830,61,2008-10-27,"CRIMINAL MISCHIEF & RELATED OF",40.59151,-73.93242
"4572",135204,116299,25,2006-03-25,"CRIMINAL TRESPASS",40.811130194,-73.936714506
"4573",529665,2035652,75,2009-11-09,"GRAND LARCENY OF MOTOR VEHICLE",40.67981,-73.88511
"4574",173345,1596072,120,2009-01-02,"DANGEROUS DRUGS",40.63516,-74.14067
"4575",873810,5143605,9,2016-02-16,"GRAND LARCENY",40.73165,-73.98838
"4576",814685,4765068,90,2015-05-11,"HARRASSMENT 2",40.70403,-73.9393
"4577",685847,3272637,122,2012-04-25,"BURGLARY",40.5859,-74.09467
"4578",943002,1816649,19,2009-06-12,"OFF. AGNST PUB ORD SENSBLTY &",40.77382,-73.95618
"4579",786894,6600647,1,2019-03-19,"ASSAULT 3 & RELATED OFFENSES",40.71406,-74.01358
"4580",70386,6523413,6,2019-01-10,"OFFENSES INVOLVING FRAUD",40.73107,-74.00141
"4581",171630,5156400,46,2016-02-27,"HARRASSMENT 2",40.86009,-73.89363
"4582",434647,2718872,79,2011-03-22,"POSSESSION OF STOLEN PROPERTY",40.69502,-73.94914
"4583",734180,5645176,109,2017-03-07,"GRAND LARCENY OF MOTOR VEHICLE",40.79201,-73.84079
"4584",253159,494735,73,2006-12-06,"DANGEROUS DRUGS",40.67013835,-73.908925194
"4585",650701,2740226,48,2011-04-06,"MISCELLANEOUS PENAL LAW",40.84786,-73.89558
"4586",81323,5271995,115,2016-05-25,"ASSAULT 3 & RELATED OFFENSES",40.74889,-73.88226
"4587",999029,843493,79,2007-08-04,"BURGLARY",40.689330153,-73.949681448
"4588",680879,2150746,32,2010-02-03,"ASSAULT 3 & RELATED OFFENSES",40.81427,-73.94819
"4589",174983,944924,83,2007-10-09,"OFF. AGNST PUB ORD SENSBLTY &",40.694931468,-73.915562761
"4590",93048,2738763,18,2011-04-05,"OFF. AGNST PUB ORD SENSBLTY &",40.76654,-73.9923
"4591",201905,683120,9,2007-04-22,"HARRASSMENT 2",40.723392998,-73.976255443
"4592",992918,1812570,108,2009-06-09,"CRIMINAL MISCHIEF & RELATED OF",40.7456,-73.93395
"4593",490406,6296206,49,2018-07-24,"PETIT LARCENY",40.84603,-73.85139
"4594",248367,659739,45,2007-04-05,"PETIT LARCENY",40.853521733,-73.788656091
"4595",610817,6274508,42,2018-07-07,"PETIT LARCENY",40.83769,-73.90157
"4596",157629,4863723,23,2015-07-20,"HARRASSMENT 2",40.7933,-73.94876
"4597",983195,3230494,48,2012-03-26,"CRIMINAL MISCHIEF & RELATED OF",40.8524,-73.88922
"4598",473306,3064225,102,2011-11-24,"HARRASSMENT 2",40.70618,-73.83459
"4599",374111,190503,110,2006-05-16,"GRAND LARCENY",40.749260854,-73.854633266
"4600",620953,587767,112,2007-02-11,"ASSAULT 3 & RELATED OFFENSES",40.728091779,-73.849188101
"4601",869627,393454,67,2006-09-29,"PETIT LARCENY",40.645613749,-73.920039477
"4602",601357,6817542,24,2019-09-03,"GRAND LARCENY",40.7979,-73.97346
"4603",731603,707419,44,2007-05-08,"CRIMINAL MISCHIEF & RELATED OF",40.830996292,-73.922895448
"4604",571238,894151,62,2007-09-07,"POSSESSION OF STOLEN PROPERTY",40.610749467,-74.008411249
"4605",288817,5518875,123,2016-11-24,"POSSESSION OF STOLEN PROPERTY",40.5459,-74.16775
"4606",380067,3342052,90,2012-06-12,"ASSAULT 3 & RELATED OFFENSES",40.7071,-73.94571
"4607",314207,2787382,46,2011-05-11,"ASSAULT 3 & RELATED OFFENSES",40.85214,-73.92238
"4608",676759,5506262,115,2016-11-13,"FELONY ASSAULT",40.75656,-73.8673
"4609",316710,1292545,66,2008-06-07,"PETIT LARCENY",40.6255,-73.98011
"4610",672802,3035383,18,2011-11-03,"ASSAULT 3 & RELATED OFFENSES",40.75987,-73.98231
"4611",816851,2974033,18,2011-09-19,"CRIMINAL MISCHIEF & RELATED OF",40.75508,-73.97868
"4612",153511,2696436,84,2011-03-05,"PETIT LARCENY",40.69614,-73.98711
"4613",131514,7007078,104,2020-02-05,"HARRASSMENT 2",40.71737,-73.90082
"4614",925840,5073055,75,2015-12-20,"GRAND LARCENY",40.6517,-73.86845
"4615",281983,1712512,75,2009-03-30,"FELONY ASSAULT",40.66776,-73.86808
"4616",373426,5810400,52,2017-07-14,"DANGEROUS DRUGS",40.86302,-73.89418
"4617",416832,2154852,26,2010-02-05,"HARRASSMENT 2",40.81323,-73.95244
"4618",577549,2355060,6,2010-06-29,"GRAND LARCENY",40.73243,-74.0065
"4619",461071,4101817,73,2013-12-21,"FELONY ASSAULT",40.67003,-73.90404
"4620",364536,1003123,122,2007-11-16,"ASSAULT 3 & RELATED OFFENSES",40.57587,-74.09962
"4621",460338,2084660,88,2009-12-15,"OFF. AGNST PUB ORD SENSBLTY &",40.6898,-73.97752
"4622",939170,2312148,75,2010-05-31,"PETIT LARCENY",40.6517,-73.86845
"4623",592761,7339315,78,2020-12-03,"PETIT LARCENY",40.66852,-73.99191
"4624",443989,6882825,61,2019-10-23,"PETIT LARCENY",40.59759,-73.94812
"4625",807893,4353552,52,2014-06-28,"OFF. AGNST PUB ORD SENSBLTY &",40.86093,-73.90352
"4626",361745,3415305,113,2012-08-02,"DANGEROUS DRUGS",40.69555,-73.7483
"4627",820681,6816512,110,2019-09-02,"GRAND LARCENY OF MOTOR VEHICLE",40.73467,-73.86482
"4628",639394,2840276,60,2011-06-17,"CRIMINAL MISCHIEF & RELATED OF",40.57503,-73.98988
"4629",96930,6167892,100,2018-04-19,"HARRASSMENT 2",40.593,-73.79372
"4630",221204,3740039,75,2013-04-06,"PETIT LARCENY",40.65628,-73.8888
"4631",103836,2843985,71,2011-06-19,"DANGEROUS DRUGS",40.66334,-73.96018
"4632",934384,6069950,101,2018-01-30,"ASSAULT 3 & RELATED OFFENSES",40.60666,-73.75615
"4633",235282,6212894,60,2018-05-23,"HARRASSMENT 2",40.57584,-73.9857
"4634",701611,1845774,114,2009-07-01,"HARRASSMENT 2",40.75972,-73.90588
"4635",988203,6782909,5,2019-08-08,"BURGLARY",40.71933,-73.99548
"4636",400742,2228197,83,2010-04-03,"OFF. AGNST PUB ORD SENSBLTY &",40.68382,-73.90656
"4637",21931,3207660,73,2012-03-09,"DANGEROUS DRUGS",40.66221,-73.90594
"4638",855030,6274394,63,2018-07-07,"GRAND LARCENY",40.6099,-73.92237
"4639",484200,5205648,18,2016-04-05,"ROBBERY",40.7623,-73.98611
"4640",520912,2321798,7,2010-06-06,"GRAND LARCENY",40.72089,-73.98882
"4641",88703,5966057,24,2017-11-06,"HARRASSMENT 2",40.79917,-73.96479
"4642",311179,7152809,109,2020-06-26,"ASSAULT 3 & RELATED OFFENSES",40.75559,-73.83108
"4643",410674,3465707,18,2012-09-05,"PETIT LARCENY",40.76074,-73.9756
"4644",75575,5909935,78,2017-09-25,"HARRASSMENT 2",40.67467,-73.98008
"4645",878119,1191466,45,2008-03-30,"PETIT LARCENY",40.83918,-73.84553
"4646",622834,593917,112,2007-02-16,"BURGLARY",40.722823203,-73.865817055
"4647",121450,3815516,9,2013-05-31,"ASSAULT 3 & RELATED OFFENSES",40.73442,-73.99085
"4648",270007,3913493,71,2013-08-08,"DANGEROUS DRUGS",40.66149,-73.95217
"4649",993682,3073254,90,2011-12-01,"PETIT LARCENY",40.70887,-73.96847
"4650",535115,5850432,44,2017-08-12,"GRAND LARCENY",40.83094,-73.9124
"4651",526768,3138073,40,2012-01-18,"DANGEROUS WEAPONS",40.81538,-73.90488
"4652",430461,1297403,49,2008-06-10,"GRAND LARCENY OF MOTOR VEHICLE",40.85573,-73.8699
"4653",339833,3819155,43,2013-06-03,"HARRASSMENT 2",40.82299,-73.85952
"4654",434139,2371557,60,2010-07-10,"OFF. AGNST PUB ORD SENSBLTY &",40.5746,-73.98764
"4655",597757,6956532,123,2019-12-25,"HARRASSMENT 2",40.55686,-74.17006
"4656",704839,1501519,123,2008-10-24,"BURGLARY",40.52886,-74.20527
"4657",772992,7244703,123,2020-09-12,"HARRASSMENT 2",40.50305,-74.2439
"4658",715180,3667801,52,2013-02-07,"DANGEROUS DRUGS",40.86651,-73.89263
"4659",632221,4279947,67,2014-05-08,"ROBBERY",40.65133,-73.93905
"4660",672715,5687803,52,2017-04-12,"PETIT LARCENY",40.86469,-73.89958
"4661",850161,5470036,25,2016-10-17,"DANGEROUS DRUGS",40.80507,-73.94117
"4662",716032,6139071,67,2018-03-27,"OFF. AGNST PUB ORD SENSBLTY &",40.65273,-73.94832
"4663",442088,926638,70,2007-09-27,"ROBBERY",40.629885413,-73.947395342
"4664",817439,1733543,113,2009-04-14,"PETIT LARCENY",40.6781,-73.77934
"4665",580179,5903831,75,2017-09-21,"HARRASSMENT 2",40.66917,-73.88051
"4666",475557,5451061,52,2016-10-03,"BURGLARY",40.86412,-73.88953
"4667",719245,4619658,104,2015-01-12,"MISCELLANEOUS PENAL LAW",40.715,-73.9122
"4668",737445,4674179,13,2015-03-01,"HARRASSMENT 2",40.74194,-73.99351
"4669",421383,6433654,28,2018-11-03,"DANGEROUS DRUGS",40.79909,-73.94762
"4670",981627,290502,108,2006-07-22,"PETIT LARCENY",40.746359273,-73.930871768
"4671",128132,3709024,24,2013-03-13,"DANGEROUS WEAPONS",40.79992,-73.96238
"4672",226981,2803864,67,2011-05-22,"ASSAULT 3 & RELATED OFFENSES",40.65869,-73.91953
"4673",750834,7326214,10,2020-11-21,"HARRASSMENT 2",40.74347,-74.00539
"4674",278559,4928092,114,2015-09-02,"PETIT LARCENY",40.7546,-73.90602
"4675",226721,6085127,28,2018-02-11,"PETIT LARCENY",40.80234,-73.94936
"4676",923501,5750612,40,2017-05-30,"HARRASSMENT 2",40.81477,-73.92511
"4677",578339,6668574,63,2019-05-14,"GRAND LARCENY OF MOTOR VEHICLE",40.61826,-73.9334
"4678",941169,186756,62,2006-05-14,"PETIT LARCENY",40.606871298,-74.004287132
"4679",808275,6933297,32,2019-12-04,"PETIT LARCENY",40.8149,-73.94772
"4680",598541,6532383,81,2019-01-18,"HARRASSMENT 2",40.68763,-73.92533
"4681",192113,1971103,9,2009-09-25,"FELONY ASSAULT",40.72655,-73.98783
"4682",266822,2454189,88,2010-09-05,"PETIT LARCENY",40.6932,-73.97137
"4683",459957,7242146,44,2020-09-10,"PETIT LARCENY",40.82936,-73.91905
"4684",259555,2880740,49,2011-07-14,"PETIT LARCENY",40.85561,-73.85905
"4685",267323,210126,113,2006-05-30,"GRAND LARCENY",40.676027116,-73.76871958
"4686",999755,5822064,67,2017-07-22,"HARRASSMENT 2",40.65289,-73.94544
"4687",652481,4893,44,2006-01-04,"OFFENSES AGAINST THE PERSON",40.82919404,-73.928758563
"4688",180505,6491234,77,2018-12-17,"PETIT LARCENY",40.67017,-73.93099
"4689",122138,4206229,61,2014-03-14,"HARRASSMENT 2",40.59323,-73.95723
"4690",118409,2827125,104,2011-06-07,"CRIMINAL MISCHIEF & RELATED OF",40.69636,-73.9054
"4691",885810,6285856,72,2018-07-16,"PETIT LARCENY",40.64872,-74.00119
"4692",596132,1038717,42,2007-12-12,"PETIT LARCENY",40.82301,-73.90808
"4693",55254,2961400,111,2011-09-10,"HARRASSMENT 2",40.76597,-73.77727
"4694",781865,6509407,23,2018-12-30,"OFF. AGNST PUB ORD SENSBLTY &",40.79967,-73.9472
"4695",477992,6415532,67,2018-10-20,"FELONY ASSAULT",40.63762,-73.94525
"4696",170733,4752625,25,2015-05-01,"CRIMINAL MISCHIEF & RELATED OF",40.797,-73.93469
"4697",362851,4119855,9,2014-01-04,"PETIT LARCENY",40.73465,-73.99033
"4698",451912,2210444,32,2010-03-21,"DANGEROUS WEAPONS",40.82538,-73.9381
"4699",653108,4144577,14,2014-01-24,"PETIT LARCENY",40.75043,-73.98928
"4700",962624,2596715,122,2010-12-15,"CRIMINAL TRESPASS",40.5907,-74.08985
"4701",99584,2962456,26,2011-09-11,"FELONY ASSAULT",40.81479,-73.9575
"4702",501548,6993616,40,2020-01-26,"OFF. AGNST PUB ORD SENSBLTY &",40.82081,-73.9079
"4703",559812,3328912,73,2012-06-03,"MISCELLANEOUS PENAL LAW",40.67718,-73.91458
"4704",859388,5301975,13,2016-06-15,"PETIT LARCENY",40.74224,-73.99119
"4705",556415,2068766,10,2009-12-03,"DANGEROUS WEAPONS",40.75768,-73.99482
"4706",591064,1123026,18,2008-02-09,"GRAND LARCENY",40.7574,-73.98226
"4707",969953,5637022,52,2017-03-01,"DANGEROUS WEAPONS",40.86241,-73.89798
"4708",997448,4579150,104,2014-12-06,"GRAND LARCENY OF MOTOR VEHICLE",40.71239,-73.90742
"4709",739280,527420,5,2006-12-30,"OTHER OFFENSES RELATED TO THEF",40.718743054,-73.997591659
"4710",189324,2563554,46,2010-11-19,"CRIMINAL MISCHIEF & RELATED OF",40.85214,-73.92238
"4711",484338,5013634,40,2015-11-04,"DANGEROUS DRUGS",40.81609,-73.91769
"4712",165450,5131307,62,2016-02-05,"MISCELLANEOUS PENAL LAW",40.60433,-73.99315
"4713",822774,2900110,75,2011-07-28,"PETIT LARCENY",40.6745,-73.88275
"4714",546518,3741981,75,2013-04-07,"HARRASSMENT 2",40.67976,-73.88747
"4715",22649,818749,109,2007-07-20,"PETIT LARCENY",40.78167271,-73.829947123
"4716",274324,964175,50,2007-10-21,"GRAND LARCENY",40.89607,-73.89897
"4717",141191,4119110,67,2014-01-03,"CRIMINAL MISCHIEF & RELATED OF",40.66252,-73.92701
"4718",624615,5580064,44,2017-01-12,"PETIT LARCENY",40.83127,-73.91427
"4719",902530,356903,101,2006-09-04,"HARRASSMENT 2",40.606484484,-73.7552283
"4720",467469,2755663,77,2011-04-18,"VEHICLE AND TRAFFIC LAWS",40.67074,-73.93372
"4721",977603,880178,110,2007-08-29,"ASSAULT 3 & RELATED OFFENSES",40.734133054,-73.87190314
"4722",335499,4941995,77,2015-09-12,"INTOXICATED & IMPAIRED DRIVING",40.67534,-73.93608
"4723",750593,4424469,46,2014-08-16,"DANGEROUS WEAPONS",40.8512,-73.89884
"4724",449627,3980612,44,2013-09-24,"GRAND LARCENY",40.82206,-73.924
"4725",632444,5121923,83,2016-01-29,"ROBBERY",40.69663,-73.90804
"4726",973842,5867673,104,2017-08-25,"CRIMINAL MISCHIEF & RELATED OF",40.72548,-73.8885
"4727",566827,3042094,32,2011-11-08,"SEX CRIMES",40.81573,-73.94542
"4728",554770,4631508,73,2015-01-22,"THEFT OF SERVICES",40.67829,-73.9108
"4729",845898,4047159,83,2013-11-09,"ASSAULT 3 & RELATED OFFENSES",40.701,-73.91371
"4730",579028,3275554,120,2012-04-27,"HARRASSMENT 2",40.61405,-74.13951
"4731",988089,6321717,113,2018-08-11,"PETIT LARCENY",40.67984,-73.77682
"4732",297314,1207807,78,2008-04-10,"OFF. AGNST PUB ORD SENSBLTY &",40.68279,-73.97933
"4733",831237,28651,32,2006-01-20,"DANGEROUS DRUGS",40.816954834,-73.942608656
"4734",226843,3570154,104,2012-11-23,"INTOXICATED & IMPAIRED DRIVING",40.72903,-73.90024
"4735",639707,2119931,48,2010-01-11,"CRIMINAL MISCHIEF & RELATED OF",40.84788,-73.88831
"4736",149634,530822,50,2007-01-01,"FELONY ASSAULT",40.873153628,-73.899737692
"4737",564072,3451173,66,2012-08-26,"ASSAULT 3 & RELATED OFFENSES",40.63142,-73.98312
"4738",788513,2974541,40,2011-09-20,"ASSAULT 3 & RELATED OFFENSES",40.81771,-73.92397
"4739",640819,1524738,107,2008-11-09,"CRIMINAL MISCHIEF & RELATED OF",40.71384,-73.79922
"4740",859304,43877,43,2006-01-31,"CRIMINAL MISCHIEF & RELATED OF",40.823101299,-73.869690461
"4741",413214,7155320,32,2020-06-28,"CRIMINAL MISCHIEF & RELATED OF",40.81949,-73.93701
"4742",895814,1205281,46,2008-04-08,"DANGEROUS DRUGS",40.85885,-73.9053
"4743",267660,5504528,61,2016-11-12,"ASSAULT 3 & RELATED OFFENSES",40.59402,-73.96085
"4744",607789,140950,46,2006-04-12,"DANGEROUS WEAPONS",40.863305337,-73.89627461
"4745",796052,617831,104,2007-03-05,"CRIMINAL MISCHIEF & RELATED OF",40.709568942,-73.904550169
"4746",480230,7116675,30,2020-05-24,"PETIT LARCENY",40.82625,-73.94597
"4747",258327,65368,106,2006-02-16,"HARRASSMENT 2",40.680465388,-73.843653352
"4748",212947,3259259,69,2012-04-16,"DANGEROUS DRUGS",40.6529,-73.89403
"4749",406889,1509330,40,2008-10-30,"DANGEROUS DRUGS",40.80878,-73.92313
"4750",620731,3291808,25,2012-05-09,"HARRASSMENT 2",40.80088,-73.94095
"4751",515798,7341507,28,2020-12-05,"DANGEROUS WEAPONS",40.80829,-73.95074
"4752",410022,4538720,121,2014-11-04,"FELONY ASSAULT",40.62634,-74.14362
"4753",14341,1142724,41,2008-02-24,"PETIT LARCENY",40.81838,-73.89966
"4754",347029,1154881,49,2008-03-04,"GRAND LARCENY OF MOTOR VEHICLE",40.86655,-73.85473
"4755",449906,3264965,46,2012-04-20,"CRIMINAL MISCHIEF & RELATED OF",40.85805,-73.9041
"4756",305549,2528961,44,2010-10-26,"DANGEROUS DRUGS",40.84114,-73.91482
"4757",32132,5148814,70,2016-02-21,"GRAND LARCENY",40.65065,-73.96526
"4758",284182,679076,66,2007-04-19,"PETIT LARCENY",40.632544752,-73.981951376
"4759",367986,6491853,69,2018-12-18,"PETIT LARCENY",40.63664,-73.8876
"4760",782644,2042302,1,2009-11-14,"THEFT OF SERVICES",40.71034,-74.00955
"4761",15138,1342976,108,2008-07-11,"ASSAULT 3 & RELATED OFFENSES",40.73711,-73.89371
"4762",471821,29963,50,2006-01-21,"PETIT LARCENY",40.878642083,-73.908527497
"4763",383624,550680,61,2007-01-14,"ROBBERY",40.598790838,-73.956868827
"4764",673606,2839463,60,2011-06-16,"DANGEROUS DRUGS",40.59212,-73.98436
"4765",163281,2438583,44,2010-08-26,"ASSAULT 3 & RELATED OFFENSES",40.83456,-73.91544
"4766",150294,3516982,25,2012-10-11,"FELONY ASSAULT",40.81181,-73.93833
"4767",379035,1140715,79,2008-02-23,"ASSAULT 3 & RELATED OFFENSES",40.69188,-73.94706
"4768",609141,5216668,60,2016-04-14,"BURGLARY",40.57391,-73.99939
"4769",201149,5755178,52,2017-06-02,"PETIT LARCENY",40.86434,-73.89229
"4770",599756,5028285,77,2015-11-15,"GRAND LARCENY OF MOTOR VEHICLE",40.6799,-73.96651
"4771",421963,6437422,73,2018-11-06,"GRAND LARCENY",40.67047,-73.90557
"4772",385018,5953528,14,2017-10-27,"GRAND LARCENY",40.75226,-73.99156
"4773",898945,1199228,1,2008-04-04,"HARRASSMENT 2",40.71083,-74.01609
"4774",791381,6582532,71,2019-03-03,"HARRASSMENT 2",40.66399,-73.94131
"4775",322853,2510338,81,2010-10-14,"HARRASSMENT 2",40.685,-73.93845
"4776",431889,214257,19,2006-06-02,"BURGLARY",40.774077348,-73.964813863
"4777",222100,3900421,122,2013-07-30,"HARRASSMENT 2",40.59722,-74.08088
"4778",755768,4633884,45,2015-01-23,"HARRASSMENT 2",40.81647,-73.82196
"4779",142396,1833544,102,2009-06-23,"OFF. AGNST PUB ORD SENSBLTY &",40.68734,-73.83857
"4780",889625,5900404,121,2017-09-18,"FELONY ASSAULT",40.63153,-74.1534
"4781",512162,3807262,46,2013-05-25,"ASSAULT 3 & RELATED OFFENSES",40.85944,-73.89352
"4782",973724,2703538,14,2011-03-10,"CRIMINAL MISCHIEF & RELATED OF",40.75724,-73.98979
"4783",886511,5804339,61,2017-07-09,"PETIT LARCENY",40.59186,-73.95834
"4784",573613,98753,42,2006-03-13,"CRIMINAL TRESPASS",40.824722374,-73.905161836
"4785",629294,7053556,120,2020-03-14,"CRIMINAL MISCHIEF & RELATED OF",40.62451,-74.13094
"4786",926981,207034,81,2006-05-28,"PETIT LARCENY",40.680347223,-73.930035241
"4787",837710,1578239,71,2008-12-19,"PETIT LARCENY",40.66531,-73.93284
"4788",916806,4338536,47,2014-06-18,"HARRASSMENT 2",40.88661,-73.84356
"4789",766848,1412916,19,2008-08-26,"GRAND LARCENY",40.76693,-73.96574
"4790",846482,5586903,42,2017-01-18,"DANGEROUS DRUGS",40.83481,-73.89596
"4791",74702,4479365,48,2014-09-23,"PETIT LARCENY",40.83921,-73.88054
"4792",505770,4435573,68,2014-08-23,"PETIT LARCENY",40.62215,-74.02728
"4793",875786,5538090,47,2016-12-09,"ASSAULT 3 & RELATED OFFENSES",40.89616,-73.85481
"4794",236356,5927215,43,2017-10-08,"GRAND LARCENY",40.82672,-73.88256
"4795",430513,4523364,78,2014-10-24,"CRIMINAL MISCHIEF & RELATED OF",40.67515,-73.98133
"4796",931876,712050,67,2007-05-11,"DANGEROUS DRUGS",40.652924017,-73.944969766
"4797",906911,588539,33,2007-02-11,"GRAND LARCENY OF MOTOR VEHICLE",40.844254485,-73.933715676
"4798",537108,327683,106,2006-08-15,"PETIT LARCENY",40.675228189,-73.839548583
"4799",970968,519613,108,2006-12-24,"GRAND LARCENY OF MOTOR VEHICLE",40.738996696,-73.916686921
"4800",425197,1846629,71,2009-07-02,"DANGEROUS WEAPONS",40.66504,-73.95374
"4801",620030,3680284,42,2013-02-18,"HARRASSMENT 2",40.83097,-73.88943
"4802",266254,3681340,46,2013-02-19,"HARRASSMENT 2",40.85186,-73.90272
"4803",303246,4158617,47,2014-02-04,"FELONY ASSAULT",40.88412,-73.84897
"4804",313025,1002278,17,2007-11-16,"HARRASSMENT 2",40.75223,-73.97192
"4805",307407,4205906,1,2014-03-13,"ASSAULT 3 & RELATED OFFENSES",40.70712,-74.01223
"4806",728878,6729463,75,2019-06-29,"GRAND LARCENY OF MOTOR VEHICLE",40.65775,-73.88989
"4807",456434,5262929,71,2016-05-18,"DANGEROUS DRUGS",40.65747,-73.95029
"4808",348129,146290,1,2006-04-16,"PETIT LARCENY",NA,NA
"4809",976768,2489924,113,2010-09-30,"VEHICLE AND TRAFFIC LAWS",40.6797,-73.77605
"4810",222124,5893142,42,2017-09-13,"HARRASSMENT 2",40.84138,-73.89788
"4811",473400,6525808,9,2019-01-12,"FELONY ASSAULT",40.73034,-73.9833
"4812",178277,7064637,81,2020-03-26,"ASSAULT 3 & RELATED OFFENSES",40.68158,-73.92249
"4813",315386,5968811,66,2017-11-08,"BURGLARY",40.63789,-73.99459
"4814",417431,762359,61,2007-06-13,"MISCELLANEOUS PENAL LAW",40.587900042,-73.951421256
"4815",428965,4696086,108,2015-03-19,"BURGLAR'S TOOLS",40.74316,-73.9187
"4816",64363,5667568,9,2017-03-27,"PETIT LARCENY",40.72458,-73.98004
"4817",342485,7286593,100,2020-10-18,"PETIT LARCENY",40.58623,-73.81601
"4818",374955,5548063,105,2016-12-17,"OFF. AGNST PUB ORD SENSBLTY &",40.70246,-73.73333
"4819",914873,1678879,50,2009-03-06,"OFF. AGNST PUB ORD SENSBLTY &",40.87004,-73.90311
"4820",257356,2406482,103,2010-08-03,"DANGEROUS DRUGS",40.6961,-73.78439
"4821",594824,4233846,75,2014-04-03,"HARRASSMENT 2",40.65905,-73.88237
"4822",941323,5506487,90,2016-11-14,"FELONY ASSAULT",40.70396,-73.96315
"4823",738611,5225362,23,2016-04-20,"HARRASSMENT 2",40.78682,-73.94919
"4824",119681,6011584,18,2017-12-12,"GRAND LARCENY",40.76399,-73.97744
"4825",585236,5902449,81,2017-09-20,"CRIMINAL MISCHIEF & RELATED OF",40.68807,-73.93457
"4826",683597,2455192,24,2010-09-06,"ASSAULT 3 & RELATED OFFENSES",40.79912,-73.96856
"4827",935181,5868422,108,2017-08-25,"MISCELLANEOUS PENAL LAW",40.74296,-73.95527
"4828",3676,3636143,44,2013-01-13,"FELONY ASSAULT",40.84023,-73.91768
"4829",517735,3225676,75,2012-03-22,"DANGEROUS DRUGS",40.66985,-73.86575
"4830",500653,5240361,123,2016-05-02,"PETIT LARCENY",40.5606,-74.18179
"4831",61918,3684986,47,2013-02-22,"SEX CRIMES",40.88745,-73.84761
"4832",155541,5479506,43,2016-10-24,"GRAND LARCENY",40.82519,-73.87647
"4833",888412,5878972,79,2017-09-02,"CRIMINAL MISCHIEF & RELATED OF",40.68731,-73.95096
"4834",930946,1520467,94,2008-11-07,"PETIT LARCENY",40.72205,-73.9532
"4835",824953,1021154,63,2007-11-30,"PETIT LARCENY",40.60807,-73.9383
"4836",560244,5414516,44,2016-09-05,"FRAUDS",40.83778,-73.91946
"4837",905763,4058903,110,2013-11-18,"GRAND LARCENY",40.73393,-73.87158
"4838",834594,4075580,75,2013-12-01,"OFF. AGNST PUB ORD SENSBLTY &",40.67968,-73.87015
"4839",623450,6744388,83,2019-07-10,"ROBBERY",40.69335,-73.90657
"4840",730581,677567,45,2007-04-18,"DANGEROUS WEAPONS",40.837110092,-73.847134033
"4841",192289,2903533,102,2011-07-30,"ROBBERY",40.6795,-73.86283
