"","V1","V1","precinct","date","description","latitude","longitude"
"1280",561609,65205,75,2006-02-16,"DANGEROUS DRUGS",40.679252771,-73.873111785
"1281",145611,1973196,34,2009-09-26,"PETIT LARCENY",40.87043,-73.91864
"1282",479516,2128312,52,2010-01-17,"MISCELLANEOUS PENAL LAW",40.87122,-73.88917
"1283",861831,2534656,79,2010-10-30,"PETIT LARCENY",40.69402,-73.96109
"1284",465645,4166440,121,2014-02-10,"PETIT LARCENY",40.61264,-74.16731
"1285",422539,5737666,44,2017-05-20,"ASSAULT 3 & RELATED OFFENSES",40.83571,-73.9151
"1286",204929,1103387,33,2008-01-26,"PETIT LARCENY",40.84502,-73.94157
"1287",556706,6654941,52,2019-05-03,"GRAND LARCENY",40.882,-73.87717
"1288",314031,932221,94,2007-10-01,"SEX CRIMES",40.726882624,-73.952871348
"1289",609755,215223,61,2006-06-02,"ASSAULT 3 & RELATED OFFENSES",40.594238933,-73.936840843
"1290",213889,948946,13,2007-10-12,"OFFENSES AGAINST PUBLIC ADMINI",40.74438,-73.98752
"1291",692613,4820605,79,2015-06-19,"MISCELLANEOUS PENAL LAW",40.69277,-73.94579
"1292",113913,799313,40,2007-07-07,"FELONY ASSAULT",40.819647203,-73.91934624
"1293",162958,2726646,9,2011-03-27,"PETIT LARCENY",40.73037,-73.98821
"1294",509878,5240062,44,2016-05-01,"ROBBERY",40.83774,-73.92665
"1295",909804,6819819,49,2019-09-05,"CRIMINAL MISCHIEF & RELATED OF",40.85958,-73.86734
"1296",516471,495351,14,2006-12-07,"OFF. AGNST PUB ORD SENSBLTY &",40.755812912,-73.986400949
"1297",16558,7218335,120,2020-08-21,"GRAND LARCENY",40.63575,-74.12145
"1298",134123,3436317,103,2012-08-16,"CRIMINAL TRESPASS",40.69522,-73.7969
"1299",775112,3349133,81,2012-06-17,"ASSAULT 3 & RELATED OFFENSES",40.68821,-73.93011
"1300",877695,6295649,30,2018-07-23,"CRIMINAL MISCHIEF & RELATED OF",40.82197,-73.95642
"1301",811851,225699,52,2006-06-10,"ASSAULT 3 & RELATED OFFENSES",40.864140648,-73.891313038
"1302",981931,2491025,30,2010-09-30,"ASSAULT 3 & RELATED OFFENSES",40.82405,-73.95072
"1303",925404,6202572,52,2018-05-15,"PETIT LARCENY",40.88364,-73.88517
"1304",825915,3851965,14,2013-06-26,"PETIT LARCENY",40.74973,-73.98968
"1305",972550,781183,71,2007-06-25,"OFF. AGNST PUB ORD SENSBLTY &",40.658907874,-73.958624868
"1306",691344,659480,90,2007-04-04,"ASSAULT 3 & RELATED OFFENSES",40.707949581,-73.961065145
"1307",899746,2662052,44,2011-02-07,"ASSAULT 3 & RELATED OFFENSES",40.84116,-73.91262
"1308",919171,773385,75,2007-06-20,"HARRASSMENT 2",40.675865402,-73.877895055
"1309",582261,2443045,47,2010-08-29,"HARRASSMENT 2",40.88781,-73.84171
"1310",673341,7071052,47,2020-04-03,"ASSAULT 3 & RELATED OFFENSES",40.8969,-73.86277
"1311",89641,5016131,48,2015-11-06,"FELONY ASSAULT",40.84074,-73.88565
"1312",44537,1395700,113,2008-08-14,"CRIMINAL MISCHIEF & RELATED OF",40.68136,-73.79327
"1313",482557,7157799,110,2020-06-30,"PETIT LARCENY",40.74108,-73.85905
"1314",901235,4412775,72,2014-08-08,"OFF. AGNST PUB ORD SENSBLTY &",40.6469,-74.01025
"1315",53710,6876388,70,2019-10-18,"HARRASSMENT 2",40.63336,-73.97249
"1316",50071,4789836,19,2015-05-28,"ROBBERY",40.76317,-73.9675
"1317",211803,1096408,61,2008-01-22,"OFFENSES AGAINST PUBLIC ADMINI",40.5841,-73.94745
"1318",630323,4930636,121,2015-09-04,"OFFENSES AGAINST PUBLIC ADMINI",40.63587,-74.16685
"1319",147463,3740931,42,2013-04-06,"BURGLARY",40.83481,-73.89596
"1320",371349,2598294,122,2010-12-16,"PETIT LARCENY",40.5823,-74.16894
"1321",513370,3809969,72,2013-05-27,"PETIT LARCENY",40.63901,-74.01844
"1322",796835,295076,10,2006-07-25,"PETIT LARCENY",40.749292156,-74.003011456
"1323",46455,5467723,23,2016-10-15,"CRIMINAL MISCHIEF & RELATED OF",40.78673,-73.94113
"1324",562846,6927323,46,2019-11-29,"ASSAULT 3 & RELATED OFFENSES",40.84629,-73.91786
"1325",292106,353249,102,2006-09-02,"BURGLARY",40.695978239,-73.851474973
"1326",623405,2244159,120,2010-04-14,"PETIT LARCENY",40.63546,-74.16024
"1327",556164,5449641,122,2016-10-01,"PETIT LARCENY",40.58525,-74.09341
"1328",30537,5985504,46,2017-11-21,"PETIT LARCENY",40.84904,-73.90481
"1329",642613,2255348,102,2010-04-22,"ROBBERY",40.69087,-73.8393
"1330",866320,243039,25,2006-06-21,"ROBBERY",40.797481848,-73.938898134
"1331",555722,4594232,79,2014-12-19,"PETIT LARCENY",40.68048,-73.9419
"1332",165598,2840206,63,2011-06-17,"PETIT LARCENY",40.61173,-73.92613
"1333",944210,1221086,61,2008-04-19,"GRAND LARCENY",40.6043,-73.96064
"1334",638536,24570,14,2006-01-18,"HARRASSMENT 2",40.748750113,-73.982248326
"1335",99577,1028470,41,2007-12-05,"ROBBERY",40.82466,-73.89193
"1336",542193,4983178,41,2015-10-13,"FELONY ASSAULT",40.82713,-73.88715
"1337",991501,3701219,61,2013-03-06,"PETIT LARCENY",40.58754,-73.95472
"1338",486998,937563,76,2007-10-04,"SEX CRIMES",40.683879057,-74.000325948
"1339",629707,1060383,44,2007-12-28,"ASSAULT 3 & RELATED OFFENSES",40.83755,-73.92219
"1340",838011,5372733,40,2016-08-06,"GRAND LARCENY OF MOTOR VEHICLE",40.8072,-73.91835
"1341",962091,537511,70,2007-01-05,"GRAND LARCENY",40.638538021,-73.949705335
"1342",393653,201405,52,2006-05-24,"DANGEROUS DRUGS",40.865262434,-73.896416174
"1343",763854,7025764,18,2020-02-21,"PETIT LARCENY",40.76003,-73.97685
"1344",103126,532676,28,2007-01-02,"DANGEROUS DRUGS",40.800667416,-73.954393904
"1345",447408,5518469,115,2016-11-23,"PETIT LARCENY",40.74805,-73.88003
"1346",491287,5474651,44,2016-10-20,"OFF. AGNST PUB ORD SENSBLTY &",40.82315,-73.92157
"1347",552210,2305049,67,2010-05-26,"MISCELLANEOUS PENAL LAW",40.64917,-73.94551
"1348",718314,991867,40,2007-11-09,"FORGERY",40.80878,-73.92313
"1349",778066,6038509,1,2018-01-03,"PETIT LARCENY",40.71006,-74.0074
"1350",966039,2085524,13,2009-12-15,"PETIT LARCENY",40.74224,-73.99119
"1351",79525,4411796,48,2014-08-07,"HARRASSMENT 2",40.85392,-73.88363
"1352",904563,935900,76,2007-10-03,"HARRASSMENT 2",40.675754407,-74.005246926
"1353",211454,1635903,24,2009-02-01,"CRIMINAL MISCHIEF & RELATED OF",40.80178,-73.96288
"1354",11520,6032278,81,2017-12-30,"NYS LAWS-UNCLASSIFIED FELONY",40.68122,-73.92571
"1355",286542,6538322,102,2019-01-23,"HARRASSMENT 2",40.68667,-73.86541
"1356",56647,7122386,40,2020-05-29,"ASSAULT 3 & RELATED OFFENSES",40.80751,-73.92406
"1357",807594,6243604,19,2018-06-15,"ROBBERY",40.77641,-73.94825
"1358",331390,3856190,44,2013-06-29,"PETIT LARCENY",40.83732,-73.91983
"1359",757592,1490148,70,2008-10-16,"OFF. AGNST PUB ORD SENSBLTY &",40.63511,-73.96278
"1360",648658,324588,112,2006-08-14,"GRAND LARCENY",40.72167949,-73.84466421
"1361",507640,2179737,24,2010-02-27,"PETIT LARCENY",40.79657,-73.96719
"1362",370459,5017033,28,2015-11-07,"CRIMINAL MISCHIEF & RELATED OF",40.80203,-73.94968
"1363",939471,6498931,41,2018-12-22,"PETIT LARCENY",40.81989,-73.90123
"1364",756913,3973222,19,2013-09-19,"PETIT LARCENY",40.7725,-73.95714
"1365",767432,7116011,41,2020-05-23,"PETIT LARCENY",40.82312,-73.89111
"1366",487403,1693544,110,2009-03-16,"ROBBERY",40.74185,-73.881
"1367",622827,3152189,52,2012-01-29,"GRAND LARCENY OF MOTOR VEHICLE",40.87708,-73.88543
"1368",600851,5309839,68,2016-06-21,"OFF. AGNST PUB ORD SENSBLTY &",40.61473,-74.01501
"1369",681849,6038511,109,2018-01-03,"PETIT LARCENY",40.751,-73.81856
"1370",233919,2953671,94,2011-09-04,"PETIT LARCENY",40.72697,-73.95312
"1371",994476,31501,46,2006-01-22,"PETIT LARCENY",40.862287428,-73.899804688
"1372",525809,3081355,7,2011-12-06,"ASSAULT 3 & RELATED OFFENSES",40.71719,-73.98891
"1373",587884,6738309,88,2019-07-05,"FELONY ASSAULT",40.69337,-73.97585
"1374",25292,4881029,60,2015-08-01,"FRAUDS",40.57391,-73.99939
"1375",172004,75790,26,2006-02-24,"INTOXICATED & IMPAIRED DRIVING",40.818576387,-73.960913717
"1376",796812,3772647,105,2013-04-30,"HARRASSMENT 2",40.66597,-73.75795
"1377",734702,3855548,110,2013-06-29,"ADMINISTRATIVE CODE",40.75534,-73.84325
"1378",16749,6885412,100,2019-10-25,"FELONY ASSAULT",40.58011,-73.83729
"1379",638283,4945989,103,2015-09-15,"FORGERY",40.70248,-73.79992
"1380",537870,6642704,49,2019-04-23,"HARRASSMENT 2",40.85665,-73.84387
"1381",576676,290079,13,2006-07-22,"PETIT LARCENY",40.737964597,-73.998262147
"1382",923721,1892809,67,2009-08-03,"CRIMINAL MISCHIEF & RELATED OF",40.65458,-73.94321
"1383",856244,3232434,73,2012-03-27,"ASSAULT 3 & RELATED OFFENSES",40.6711,-73.90621
"1384",486157,3775399,67,2013-05-02,"ASSAULT 3 & RELATED OFFENSES",40.65394,-73.92288
"1385",431721,7077575,75,2020-04-12,"SEX CRIMES",40.67111,-73.88143
"1386",9593,1894940,90,2009-08-04,"ROBBERY",40.70351,-73.94512
"1387",345686,744371,114,2007-06-01,"CRIMINAL MISCHIEF & RELATED OF",40.768143046,-73.899336207
"1388",314883,6590508,110,2019-03-11,"HARRASSMENT 2",40.73317,-73.87056
"1389",18208,5614477,79,2017-02-09,"ASSAULT 3 & RELATED OFFENSES",40.67915,-73.94595
"1390",80792,654628,101,2007-04-01,"DANGEROUS WEAPONS",40.600067076,-73.751369873
"1391",901051,2146065,23,2010-01-30,"ROBBERY",40.78622,-73.94963
"1392",26518,3584713,43,2012-12-04,"ROBBERY",40.82994,-73.87076
"1393",841956,6060449,9,2018-01-22,"GRAND LARCENY",40.73034,-73.9833
"1394",797341,4073131,110,2013-11-29,"CRIMINAL MISCHIEF & RELATED OF",40.7443,-73.86926
"1395",733483,1316385,44,2008-06-23,"THEFT-FRAUD",40.8435,-73.9054
"1396",985467,5621614,42,2017-02-16,"CRIMINAL MISCHIEF & RELATED OF",40.82552,-73.90741
"1397",667786,651253,73,2007-03-30,"CRIMINAL MISCHIEF & RELATED OF",40.663189455,-73.910052066
"1398",156745,2638536,34,2011-01-19,"NEW YORK CITY HEALTH CODE",40.86476,-73.92283
"1399",956515,6826542,52,2019-09-10,"FELONY ASSAULT",40.86276,-73.90449
"1400",10605,3149652,103,2012-01-27,"ASSAULT 3 & RELATED OFFENSES",40.7021,-73.77869
"1401",30565,6459005,67,2018-11-23,"ASSAULT 3 & RELATED OFFENSES",40.65389,-73.9545
"1402",362785,2648063,42,2011-01-27,"ASSAULT 3 & RELATED OFFENSES",40.82807,-73.9015
"1403",147143,596022,122,2007-02-17,"HARRASSMENT 2",40.589284353,-74.155635585
"1404",906521,6147622,14,2018-04-03,"OFFENSES AGAINST THE PERSON",40.75724,-73.98979
"1405",534496,2506769,68,2010-10-11,"HARRASSMENT 2",40.62171,-74.0288
"1406",979243,1869933,46,2009-07-18,"HARRASSMENT 2",40.85132,-73.90212
"1407",324088,4085652,109,2013-12-08,"ASSAULT 3 & RELATED OFFENSES",40.766,-73.82232
"1408",590128,3117248,61,2012-01-02,"CRIMINAL MISCHIEF & RELATED OF",40.6502,-73.97499
"1409",329355,5187215,41,2016-03-22,"PETIT LARCENY",40.81701,-73.89423
"1410",276529,6244323,50,2018-06-15,"GRAND LARCENY",40.86986,-73.89931
"1411",435453,5350739,42,2016-07-21,"CRIMINAL MISCHIEF & RELATED OF",40.83548,-73.90322
"1412",2415,4343543,23,2014-06-21,"DANGEROUS DRUGS",40.79322,-73.94453
"1413",106904,3540456,42,2012-10-28,"FELONY ASSAULT",40.82611,-73.90461
"1414",823146,5212971,14,2016-04-11,"PETIT LARCENY",40.74973,-73.98968
"1415",284462,7298163,41,2020-10-27,"PETIT LARCENY",40.82002,-73.88697
"1416",737608,258447,19,2006-07-01,"GRAND LARCENY",40.773529828,-73.953372682
"1417",829998,2635656,81,2011-01-16,"MISCELLANEOUS PENAL LAW",40.67965,-73.92539
"1418",290288,2341631,50,2010-06-20,"INTOXICATED & IMPAIRED DRIVING",40.88056,-73.92233
"1419",962375,5392599,61,2016-08-20,"GRAND LARCENY",40.59,-73.94573
"1420",96267,1635917,71,2009-02-01,"PETIT LARCENY",40.66711,-73.94937
"1421",202004,4715562,41,2015-04-03,"UNAUTHORIZED USE OF A VEHICLE",40.82261,-73.88709
"1422",855849,343250,70,2006-08-26,"ROBBERY",40.631751196,-73.967926029
"1423",374605,7108812,14,2020-05-16,"PETIT LARCENY",40.7551,-73.97971
"1424",424615,6140187,79,2018-03-28,"ASSAULT 3 & RELATED OFFENSES",40.68924,-73.95699
"1425",681170,2522951,10,2010-10-22,"PETIT LARCENY",40.7453,-73.99849
"1426",474980,4542932,111,2014-11-07,"BURGLARY",40.76341,-73.77087
"1427",156236,4167842,13,2014-02-11,"PETIT LARCENY",40.73939,-73.99116
"1428",873933,2601828,14,2010-12-19,"FRAUDULENT ACCOSTING",40.75167,-73.99013
"1429",830403,2038234,105,2009-11-11,"OFF. AGNST PUB ORD SENSBLTY &",40.66152,-73.73439
"1430",99720,4093155,47,2013-12-14,"PETIT LARCENY",40.88605,-73.86144
"1431",72585,6383731,23,2018-09-26,"PETIT LARCENY",40.79124,-73.94492
"1432",266538,1672596,14,2009-03-01,"GRAND LARCENY",40.75762,-73.98568
"1433",107423,5541390,105,2016-12-12,"ASSAULT 3 & RELATED OFFENSES",40.67421,-73.73562
"1434",334015,6140752,114,2018-03-28,"DANGEROUS WEAPONS",40.76653,-73.92059
"1435",698426,4990705,49,2015-10-18,"FELONY ASSAULT",40.85488,-73.8696
"1436",947244,6643896,115,2019-04-24,"FELONY ASSAULT",40.76397,-73.8869
"1437",306529,4965891,111,2015-09-30,"OFF. AGNST PUB ORD SENSBLTY &",40.7476,-73.77263
"1438",205315,2205402,120,2010-03-17,"OFFENSES AGAINST PUBLIC ADMINI",40.63436,-74.14188
"1439",211392,410552,109,2006-10-10,"OFF. AGNST PUB ORD SENSBLTY &",40.780159164,-73.844654169
"1440",414344,4633010,73,2015-01-23,"ASSAULT 3 & RELATED OFFENSES",40.67483,-73.91942
"1441",688246,7219556,90,2020-08-22,"BURGLARY",40.70698,-73.9537
"1442",91717,3988553,13,2013-09-29,"GRAND LARCENY",40.74258,-73.99305
"1443",189,3175439,14,2012-02-15,"DANGEROUS WEAPONS",40.75627,-73.9905
"1444",860779,2344535,75,2010-06-22,"HARRASSMENT 2",40.67249,-73.88745
"1445",167499,1705383,105,2009-03-25,"GRAND LARCENY",40.7509,-73.71774
"1446",556310,1814508,50,2009-06-10,"DANGEROUS DRUGS",40.86942,-73.90213
"1447",289049,3615613,60,2012-12-29,"CRIMINAL MISCHIEF & RELATED OF",40.57508,-73.97502
"1448",778864,1327163,88,2008-06-30,"DANGEROUS DRUGS",40.69438,-73.97652
"1449",454191,3764229,47,2013-04-24,"BURGLARY",40.87798,-73.85768
"1450",65932,1888834,78,2009-07-31,"VEHICLE AND TRAFFIC LAWS",40.66474,-73.9867
"1451",452598,660759,76,2007-04-05,"FELONY ASSAULT",40.674168026,-74.002196924
"1452",859683,7000104,73,2020-01-31,"PETIT LARCENY",40.6655,-73.91063
"1453",29641,743795,75,2007-06-01,"OFF. AGNST PUB ORD SENSBLTY &",40.661393105,-73.884099434
"1454",783256,6584515,90,2019-03-05,"PETIT LARCENY",40.70965,-73.95569
"1455",612216,6025875,49,2017-12-23,"CRIMINAL MISCHIEF & RELATED OF",40.84714,-73.84475
"1456",162977,3904800,113,2013-08-02,"ASSAULT 3 & RELATED OFFENSES",40.68273,-73.80302
"1457",559050,3565170,114,2012-11-19,"HARRASSMENT 2",40.77172,-73.93075
"1458",105908,7345188,44,2020-12-08,"ASSAULT 3 & RELATED OFFENSES",40.83573,-73.92129
"1459",395283,2763898,44,2011-04-24,"HARRASSMENT 2",40.84233,-73.92603
"1460",15662,6765103,49,2019-07-25,"BURGLARY",40.86968,-73.86991
"1461",667881,6602886,67,2019-03-21,"FELONY ASSAULT",40.65662,-73.9309
"1462",171214,1899140,105,2009-08-07,"BURGLARY",40.67618,-73.73827
"1463",760023,671656,23,2007-04-14,"HARRASSMENT 2",40.798500915,-73.945940189
"1464",450480,2518767,18,2010-10-19,"VEHICLE AND TRAFFIC LAWS",40.76415,-73.98661
"1465",435904,2700058,104,2011-03-08,"PETIT LARCENY",40.70519,-73.85932
"1466",244149,6883425,63,2019-10-24,"MISCELLANEOUS PENAL LAW",40.62622,-73.92766
"1467",597555,4984874,33,2015-10-14,"ASSAULT 3 & RELATED OFFENSES",40.84522,-73.93396
"1468",656907,5584344,40,2017-01-16,"ASSAULT 3 & RELATED OFFENSES",40.81681,-73.90726
"1469",913445,4139171,48,2014-01-19,"CRIMINAL MISCHIEF & RELATED OF",40.84537,-73.89684
"1470",22082,2602769,110,2010-12-19,"OFF. AGNST PUB ORD SENSBLTY &",40.74162,-73.8596
"1471",359876,4041368,66,2013-11-05,"DANGEROUS DRUGS",40.6403,-73.9948
"1472",879633,4476328,32,2014-09-21,"VEHICLE AND TRAFFIC LAWS",40.8172,-73.93447
"1473",860634,6256253,49,2018-06-24,"HARRASSMENT 2",40.84778,-73.86011
"1474",696053,2486915,75,2010-09-28,"ROBBERY",40.66753,-73.86425
"1475",354924,3412796,108,2012-07-31,"OFFENSES AGAINST THE PERSON",40.74494,-73.95779
"1476",293009,3808562,32,2013-05-26,"MISCELLANEOUS PENAL LAW",40.80963,-73.94198
"1477",262385,7297160,42,2020-10-27,"OFF. AGNST PUB ORD SENSBLTY &",40.82737,-73.90686
"1478",427113,3939452,43,2013-08-26,"HARRASSMENT 2",40.82095,-73.85802
"1479",346296,6055204,34,2018-01-18,"PETIT LARCENY",40.86476,-73.92283
"1480",893773,2190404,40,2010-03-06,"FORGERY",40.80878,-73.92313
"1481",619173,3508268,114,2012-10-05,"GRAND LARCENY OF MOTOR VEHICLE",40.75972,-73.90588
"1482",74160,222061,46,2006-06-07,"PETIT LARCENY",40.849458367,-73.905950688
"1483",563693,252571,45,2006-06-27,"CRIMINAL MISCHIEF & RELATED OF",40.841894845,-73.824498451
"1484",576599,7153735,60,2020-06-27,"PETIT LARCENY",40.58203,-73.97114
"1485",54963,1104635,122,2008-01-28,"GRAND LARCENY",40.57779,-74.08218
"1486",695656,1237068,43,2008-05-01,"THEFT-FRAUD",40.83513,-73.87291
"1487",181064,2114082,44,2010-01-07,"HARRASSMENT 2",40.82076,-73.92721
"1488",591266,2041186,32,2009-11-13,"DANGEROUS WEAPONS",40.81968,-73.94423
"1489",643586,4179773,73,2014-02-21,"MISCELLANEOUS PENAL LAW",40.67734,-73.90746
"1490",215208,5614202,5,2017-02-09,"FELONY ASSAULT",40.70944,-73.9963
"1491",163591,7184059,83,2020-07-24,"GRAND LARCENY",40.70336,-73.92837
"1492",696433,6376844,67,2018-09-21,"CRIMINAL MISCHIEF & RELATED OF",40.64476,-73.92492
"1493",670910,1056533,50,2007-12-25,"PETIT LARCENY",40.88245,-73.89932
"1494",401586,4469268,113,2014-09-16,"CRIMINAL MISCHIEF & RELATED OF",40.66927,-73.76674
"1495",16309,136992,49,2006-04-09,"GRAND LARCENY OF MOTOR VEHICLE",40.860158821,-73.870731317
"1496",762098,2924237,1,2011-08-13,"ASSAULT 3 & RELATED OFFENSES",40.72521,-74.01004
"1497",256698,491926,77,2006-12-04,"ASSAULT 3 & RELATED OFFENSES",40.680529147,-73.969535816
"1498",404932,4957091,10,2015-09-23,"HARRASSMENT 2",40.74625,-73.99965
"1499",866433,5992514,103,2017-11-27,"GRAND LARCENY",40.70678,-73.79113
"1500",561427,5817600,104,2017-07-19,"ASSAULT 3 & RELATED OFFENSES",40.70322,-73.90132
"1501",390284,4348870,79,2014-06-25,"POSSESSION OF STOLEN PROPERTY",40.68838,-73.94491
"1502",633289,4384136,70,2014-07-19,"CRIMINAL MISCHIEF & RELATED OF",40.64463,-73.96216
"1503",426323,6377172,100,2018-09-21,"ASSAULT 3 & RELATED OFFENSES",40.58258,-73.83544
"1504",402924,4888039,10,2015-08-06,"CRIMINAL MISCHIEF & RELATED OF",40.74283,-73.99843
"1505",789432,61244,120,2006-02-13,"OFF. AGNST PUB ORD SENSBLTY &",40.638984176,-74.171252305
"1506",526680,2380148,24,2010-07-16,"HARRASSMENT 2",40.79034,-73.96751
"1507",318283,4675700,77,2015-03-02,"ASSAULT 3 & RELATED OFFENSES",40.6723,-73.92941
"1508",678509,2697838,83,2011-03-06,"CRIMINAL MISCHIEF & RELATED OF",40.69186,-73.91624
"1509",719289,3106578,63,2011-12-26,"GRAND LARCENY",40.63181,-73.9263
"1510",737063,6145675,48,2018-04-01,"HARRASSMENT 2",40.84551,-73.89727
"1511",133994,3864897,120,2013-07-05,"OFF. AGNST PUB ORD SENSBLTY &",40.64152,-74.08313
"1512",387033,157013,20,2006-04-24,"GRAND LARCENY",NA,NA
"1513",455623,6507227,52,2018-12-29,"GRAND LARCENY",40.87014,-73.88884
"1514",78635,4883586,25,2015-08-03,"FELONY ASSAULT",40.81507,-73.93595
"1515",45298,1802378,75,2009-06-01,"CRIMINAL MISCHIEF & RELATED OF",40.6755,-73.89969
"1516",534646,3662139,122,2013-02-03,"OFF. AGNST PUB ORD SENSBLTY &",40.58813,-74.16616
"1517",52483,3766657,67,2013-04-26,"ASSAULT 3 & RELATED OFFENSES",40.63973,-73.95274
"1518",175072,3579474,84,2012-11-30,"MISCELLANEOUS PENAL LAW",40.69604,-73.98452
"1519",748191,1172796,60,2008-03-16,"PETIT LARCENY",40.57921,-73.98194
"1520",542252,2394902,67,2010-07-27,"FORGERY",40.65174,-73.93038
"1521",352417,3699032,72,2013-03-04,"HARRASSMENT 2",40.64658,-74.01955
"1522",638178,1137688,67,2008-02-20,"ASSAULT 3 & RELATED OFFENSES",40.64626,-73.94426
"1523",32669,6309640,43,2018-08-02,"OTHER OFFENSES RELATED TO THEF",40.82268,-73.86741
"1524",165673,4216955,114,2014-03-22,"ASSAULT 3 & RELATED OFFENSES",40.75301,-73.9239
"1525",392855,5789794,70,2017-06-29,"PETIT LARCENY",40.64891,-73.96444
"1526",399031,3867183,19,2013-07-07,"CRIMINAL MISCHIEF & RELATED OF",40.77625,-73.95587
"1527",860330,6859809,25,2019-10-05,"OFFENSES AGAINST PUBLIC ADMINI",40.81052,-73.93821
"1528",448899,4283045,102,2014-05-10,"ASSAULT 3 & RELATED OFFENSES",40.68848,-73.8272
"1529",510807,6939687,14,2019-12-10,"PETIT LARCENY",40.75664,-73.98837
"1530",367403,5009496,122,2015-11-01,"CRIMINAL MISCHIEF & RELATED OF",40.57393,-74.08924
"1531",487124,4149768,112,2014-01-28,"PETIT LARCENY",40.7306,-73.86341
"1532",102098,363590,102,2006-09-09,"INTOXICATED & IMPAIRED DRIVING",40.694597459,-73.825903115
"1533",296473,79335,122,2006-02-27,"CRIMINAL MISCHIEF & RELATED OF",40.607669494,-74.121053919
"1534",542741,6893592,113,2019-11-01,"HARRASSMENT 2",40.6743,-73.78919
"1535",446765,724951,6,2007-05-19,"GRAND LARCENY",40.734418025,-73.99085076
"1536",772479,1485807,44,2008-10-14,"FELONY ASSAULT",40.84365,-73.91303
"1537",831832,4539270,120,2014-11-04,"HARRASSMENT 2",40.64141,-74.09495
"1538",499572,4527694,122,2014-10-27,"OFF. AGNST PUB ORD SENSBLTY &",40.60232,-74.08676
"1539",345452,6311928,111,2018-08-04,"PETIT LARCENY",40.76125,-73.78762
"1540",433388,6263197,42,2018-06-29,"CRIMINAL MISCHIEF & RELATED OF",40.83482,-73.90269
"1541",805613,6360009,33,2018-09-08,"ASSAULT 3 & RELATED OFFENSES",40.83594,-73.93992
"1542",664867,4958619,121,2015-09-24,"PETIT LARCENY",40.5994,-74.12813
"1543",233103,1633651,46,2009-01-31,"PETIT LARCENY",40.84989,-73.91648
"1544",380872,1149498,123,2008-02-29,"CRIMINAL MISCHIEF & RELATED OF",40.5276,-74.19166
"1545",537474,4199218,109,2014-03-08,"HARRASSMENT 2",40.76017,-73.81943
"1546",499152,4473881,105,2014-09-19,"HARRASSMENT 2",40.71891,-73.73761
"1547",614537,1176106,45,2008-03-19,"OFF. AGNST PUB ORD SENSBLTY &",40.84936,-73.83176
"1548",767239,4400464,68,2014-07-30,"CRIMINAL MISCHIEF & RELATED OF",40.61719,-74.03877
"1549",673043,6501360,68,2018-12-24,"OFF. AGNST PUB ORD SENSBLTY &",40.6343,-74.02513
"1550",428276,3422398,107,2012-08-07,"PETIT LARCENY",40.73173,-73.80655
"1551",886456,2566657,43,2010-11-22,"BURGLARY",40.83276,-73.868
"1552",704568,1117101,28,2008-02-05,"HARRASSMENT 2",40.80201,-73.94754
"1553",350173,6673724,90,2019-05-18,"ASSAULT 3 & RELATED OFFENSES",40.7014,-73.94225
"1554",244271,2901206,48,2011-07-28,"CRIMINAL TRESPASS",40.84263,-73.87817
"1555",335482,3630620,75,2013-01-09,"INTOXICATED & IMPAIRED DRIVING",40.6685,-73.86924
"1556",774833,6090000,111,2018-02-15,"BURGLARY",40.74857,-73.76907
"1557",931219,1269316,120,2008-05-23,"DANGEROUS DRUGS",40.63431,-74.12024
"1558",397673,4703309,18,2015-03-25,"OFF. AGNST PUB ORD SENSBLTY &",40.76053,-73.97997
"1559",728226,6555292,25,2019-02-07,"OFFENSES AGAINST THE PERSON",40.81208,-73.93602
"1560",102953,342833,23,2006-08-25,"DANGEROUS WEAPONS",40.792648782,-73.951268251
"1561",772111,2318190,42,2010-06-04,"DANGEROUS DRUGS",40.83624,-73.88732
"1562",239806,2090755,43,2009-12-19,"PETIT LARCENY",40.82299,-73.85688
"1563",748832,713660,75,2007-05-12,"HARRASSMENT 2",40.670518808,-73.861160256
"1564",71390,5298546,52,2016-06-13,"HARRASSMENT 2",40.86403,-73.89341
"1565",87062,2357608,73,2010-07-01,"HARRASSMENT 2",40.67437,-73.91807
"1566",231324,5335785,101,2016-07-10,"HARRASSMENT 2",40.60116,-73.75671
"1567",66001,2873217,47,2011-07-09,"INTOXICATED & IMPAIRED DRIVING",40.89535,-73.85527
"1568",260010,2075614,19,2009-12-08,"BURGLARY",40.77514,-73.95522
"1569",15617,1977561,46,2009-09-30,"DANGEROUS WEAPONS",40.85316,-73.9056
"1570",36441,505262,28,2006-12-14,"HARRASSMENT 2",40.798618991,-73.952275183
"1571",981213,663910,44,2007-04-08,"HARRASSMENT 2",40.838571955,-73.915427441
"1572",293088,2534915,60,2010-10-30,"DANGEROUS DRUGS",40.58262,-73.9863
"1573",731121,6737707,19,2019-07-05,"GRAND LARCENY",40.77796,-73.95996
"1574",72993,1710145,23,2009-03-28,"HARRASSMENT 2",40.79429,-73.94123
"1575",114298,5991814,113,2017-11-27,"ASSAULT 3 & RELATED OFFENSES",40.67272,-73.77849
"1576",723179,340706,105,2006-08-24,"PETIT LARCENY",40.72618713,-73.735233904
"1577",771272,1310244,101,2008-06-19,"HARRASSMENT 2",40.5937,-73.78713
